attempt,t_s,vrms,phase,included_in_mean,note
1,48.176,0.034642,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,49.177,0.033949,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,50.177,0.035278,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,51.176,0.037162,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,52.176,0.038213,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,53.177,0.038054,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,54.177,0.036217,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,55.177,0.034119,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,56.176,0.034029,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,57.177,0.035567,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,58.177,0.037325,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,59.177,0.038176,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,60.177,0.038051,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,61.177,0.03643,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,62.176,0.034344,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,63.177,0.03389,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,64.177,0.035374,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,65.178,0.037269,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,66.178,0.03817,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,67.177,0.037734,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,68.177,0.035452,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,69.178,0.033819,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,70.178,0.034798,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,71.178,0.036955,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,72.177,0.03812,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,73.178,0.037368,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,74.178,0.034673,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,75.178,0.034016,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,76.178,0.036046,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,77.179,0.037867,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,78.178,0.038078,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,79.178,0.036054,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,80.178,0.033953,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,81.179,0.034404,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,82.179,0.036485,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,83.178,0.037947,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,84.178,0.037878,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,85.179,0.035759,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,86.179,0.033841,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,87.179,0.034488,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,88.178,0.03662,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,89.179,0.037918,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,90.179,0.037908,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,91.179,0.035874,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,92.179,0.033872,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,93.18,0.034292,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,94.179,0.036345,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,95.179,0.037889,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,96.179,0.037956,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,97.18,0.035956,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,98.18,0.033859,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,99.179,0.034434,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,100.179,0.036621,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,101.18,0.037958,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,102.18,0.03758,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,103.18,0.035111,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,104.179,0.033722,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,105.179,0.035129,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,106.18,0.037205,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,107.18,0.038033,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,108.18,0.037017,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,109.181,0.034439,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,110.18,0.033712,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,111.18,0.03531,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,112.18,0.037215,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,113.181,0.037992,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,114.181,0.037427,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,115.18,0.035055,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,116.18,0.033627,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,117.181,0.034543,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,118.181,0.036574,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,119.181,0.037791,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,120.182,0.037895,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,121.181,0.036188,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,122.181,0.033972,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,123.181,0.033934,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,124.181,0.035858,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,125.182,0.037584,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,126.181,0.037935,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,127.181,0.036379,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,128.181,0.034037,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,129.182,0.034007,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,130.182,0.03603,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,131.181,0.037843,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,132.181,0.037986,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,133.182,0.024419,heating,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,453.202,0.027824,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,454.202,0.035977,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,455.203,0.034905,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,456.203,0.034245,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,457.203,0.034289,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,458.202,0.035067,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,459.203,0.03641,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,460.203,0.037811,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,461.203,0.038585,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,462.203,0.038639,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,463.203,0.038398,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,464.203,0.037277,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,465.203,0.035721,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,466.203,0.034575,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,467.204,0.034493,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,468.203,0.035805,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,469.203,0.037918,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,470.203,0.038762,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,471.204,0.038218,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,472.204,0.03651,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,473.204,0.034498,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,474.203,0.034678,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,475.204,0.03703,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,476.204,0.038597,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,477.204,0.038139,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,478.205,0.036215,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,479.204,0.034397,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,480.204,0.035246,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,481.204,0.037902,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,482.205,0.038632,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,483.205,0.037415,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,484.204,0.034644,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
1,485.204,0.005581,hot,false,"discarded: oscillation artifact (~4.4% rel. stdev), matching a previously documented marginal-connection signature; cleared after physically inspecting the rig (see doc)"
2,23.175,0.027878,cold,false,"switch-on transitional sample (partial RMS window), excluded"
2,24.174,0.03673,cold,true,
2,25.174,0.036133,cold,true,
2,26.174,0.036868,cold,true,
2,27.175,0.036512,cold,true,
2,28.175,0.03628,cold,true,
2,29.176,0.037028,cold,true,
2,30.175,0.036309,cold,true,
2,31.175,0.036572,cold,true,
2,32.175,0.03697,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,33.176,0.036206,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,34.176,0.036781,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,35.175,0.036721,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,36.175,0.036224,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,37.175,0.036942,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,38.176,0.036355,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,39.176,0.036392,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,40.175,0.036956,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,41.175,0.036264,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,42.176,0.036602,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,43.176,0.03691,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,44.176,0.036131,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,45.176,0.036694,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,46.176,0.036675,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,47.176,0.036165,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,48.176,0.036827,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,49.176,0.036488,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,50.177,0.0362,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,51.176,0.03691,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,52.176,0.03635,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,53.176,0.036255,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,54.176,0.036853,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,55.177,0.036154,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,56.175,0.036406,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
2,57.176,0.036792,heating,false,"first-cycle heating ramp, not used (only cold window and hot plateau are used)"
